"election_year","state","total_votes","percentage_votes_republican","percentage_votes_democracts","percentage_votes_third","adjusted_percentage_votes_republican","adjusted_percentage_votes_democrats"
1976,"ALABAMA",1182850,0.426148708627468,0.557272688844739,0.016578602527793,0.43333276022145,0.56666723977855
1976,"ALASKA",123574,0.579045753961189,0.356531309175069,0.0644229368637416,0.618918287735808,0.381081712264192
1976,"ARIZONA",742719,0.563661357794805,0.397999781882515,0.0383388603226792,0.586133030168962,0.413866969831038
1976,"ARKANSAS",767535,0.349043366100569,0.649617281296618,0.0013393526028129,0.349511485218008,0.650488514781992
1976,"CALIFORNIA",7803770,0.497483139559469,0.479548218361125,0.0229686420794052,0.509178273068182,0.490821726931818
1976,"COLORADO",1081440,0.540277777777778,0.426099459979287,0.0336227622429353,0.559075438316146,0.440924561683854
1976,"CONNECTICUT",1386355,0.518814445073592,0.467337009640388,0.0138485452860198,0.526100167062135,0.473899832937865
1976,"DELAWARE",235642,0.465876202035291,0.519690887023536,0.0144329109411735,0.472698619106876,0.527301380893124
1976,"DISTRICT OF COLUMBIA",168830,0.165095066042765,0.816312266777232,0.0185926671800036,0.168222776131474,0.831777223868526
1976,"FLORIDA",3150631,0.46642434483759,0.519261062307836,0.0143145928545742,0.473197981279208,0.526802018720792
1976,"GEORGIA",1463152,0.330617051406826,0.669382948593174,0,0.330617051406826,0.669382948593174
1976,"HAWAII",291301,0.480612836893797,0.50591999340888,0.0134671696973234,0.487173687617006,0.512826312382994
1976,"IDAHO",340932,0.59880269379231,0.371185456337334,0.0300118498703554,0.61732990625945,0.38267009374055
1976,"ILLINOIS",4721282,0.50076843535294,0.481075902689142,0.0181556619579174,0.510028337436394,0.489971662563606
1976,"INDIANA",2220362,0.533227464710709,0.457003857929473,0.0097686773598179,0.538487778076948,0.461512221923052
1976,"IOWA",1279303,0.494694376547229,0.484584965406944,0.0207206580458265,0.505161658531524,0.494838341468476
